title,description,bloggername,bloggerlink,postdate
오미크론 증상 순서 잠복기 변이 코로나 확진자 7일차 일기,"안녕하세요, 화읽남 입니다 코로나 확진자가 되고 7일 격리의 마지막 날이 되었는데요 오늘은 오미크론... 썼는데 코로나 확진자가 된 것을 보면 정말 이제는 쉽게 오미크론 변이 바이러스에 의해 확진자가...",화장품읽어주는남자,https://blog.naver.com/cosreader,20220806
“대박 정유4사 ‘횡재세’ 거둬야” vs “코로나 손실 땐...,"이에 대해 정유사들은 2020년 신종 코로나바이러스 감염증(코로나19) 확산 당시 유가 급락으로 큰 손실을 봤을 땐 아무 말이 없다가, 수익이 났다고 추가로 세금을 내라는 것은 시장 논리에 어긋난다고 맞서고...",인터비즈(InterBiz),https://blog.naver.com/businessinsight,20220817
오늘의 선물 - 코로나 격리 마지막 날 저녁,코로나 격리 7일차 / 마지막 밤 #해넘이 #노을 #사진 #코로나 #격리 2022년 8월 10일 코로나 양성 판정을 받고 바로 격리를 시작한 지 일주일이 흘렀습니다. 그리고 2022년 8월 16일 격리 해제 시간이 세 시간 정도...,만 남 그리고 흔 적,https://blog.naver.com/namtimothy,20220816
[일상] 코로나 걸렸을 때 (2) 3일째 미각상실,#코로나걸렸을때 #코로나증상 코로나 확진 나흘 째. 사흘째부터 미각을 잃었다. 혀에 백태가 진해지면 미각이 무뎌지나보다. 뭘 먹어도 감각이 없어서 이것저것 먹어보았다. 자극적인 순서대로. 토스트 건조...,제냐의 달콤한 일상,https://blog.naver.com/karakuri,20220814
코로나 초기증상 목부음 기침날 때 좋은 음식,코로나 초기증상 목부음 기침날 때 좋은 음식 안녕하세요 오늘은 코로나 초기증상 목부음 관련해서 안내해 드리도록 하겠습니다. 일단 코로나는 웬만하면 걸리지 않는게 상책인데 요즘 너무 심하게 퍼지고...,정보특공대,https://blog.naver.com/workerjoon12,20220817
블챌 8월 둘째 주 * 코로나를 이겨내는 방법,"나름 기대도 많이 했고, 준비도 했는데, 가족모임을 며칠 앞 두고 코로나 확진 판정을 받아서ㅜ 하던 일도 다 두고, 바로 퇴근 ㅠ 원치 않던 여름 방학을 보내게 되었다? 코로나 누구쎄용? 여름 방학!! 몸이...",* Happy Jamie *,https://blog.naver.com/jamie818,20220814
코로나 확진 3일차,온통 코로나 얘기로 수업을 채웠습니다. 아침에도 컨디션이 영 좋지 않습니다. 몸살기가 사라질 기미를... '코로나'라는 놈이 생각보다 강하네요. 오늘은 또 어떤 휴식을 취하며 하루를 보내야 할지 걱정입니다....,키다리 아찌의 공간,https://blog.naver.com/kida02,20220817
코로나 일지,무시무시한 수족구가 지난 지 얼마나 됐다고 이우의 코로나 확진. 그러니까 8/5 고열이나고 수족구가 시작했는데 일주일(방학기간) 꼬박 아프고 어린이집 월요일 등원하구 금요일에 반 친구 코로나 확진 소식.....,you&apos;re getting to be a habit with me,https://blog.naver.com/2080409,20220814
22년 8월 2주차의 나날(코로나),">< 지난주 땜방 완료 락페 후기 첨가함 그리고 락페 다녀오고 목이 아프더니 코로나에 걸렸다 ㅎ.... 아무리 생각해도 자우림때 걸렸다 그때의 인구밀도, 습도, 불쾌지수, 모든게 코로나에겐 행복한 곳이었기...",조각 모음,https://blog.naver.com/ehtmdgus6107,20220814
코로나 자가검사 : rat 신속항원검사 하기,일하러 가려니 코로나 pcr / rat 음성확인서 를 갖고오라는데.. 그냥 가서 하자마자 양성! 이러는 거 보단... #코로나 #코로나자가키트 #검사면봉 #전문가용 #코로나면봉 #신속항원 #rat #음성확인 #음성...,블로그.,https://blog.naver.com/lea1029,20220817
마포구 일일 코로나19 상황보고(2022. 8. 17.),"마포구 코로나19 확진자 현황 165,852명 [확진자] 0명 [자가격리] 추가확진 내국인 해외유입 +1,394 0 0 2022. 8. 16. 18시 기준 코로나19 현황 자세히 마포구 선별진료소 안내 마포구 보건소 주소: 마포구...",마포구청 공식블로그ㅤㅤ,https://blog.naver.com/prmapo77,20220817
"코로나 팬데믹은 한물갔고, 천연두가 곧 대세!",■ 코로나 감기 바이러스를 연구실에서 유전자를 조합해 전염력과 치사율을 향상시켜 톡톡히 재미본 세력들이 이제 새로운 카드를 꺼내 들었다. 인간 천연두는 인간 세상에서 완전히 퇴치(종말을 고해...,Ozone Therapy(오존 의학),https://blog.naver.com/goodozone,20220801
코로나19 신규 확진자 수 18만 명 초과,"어제 포스팅을 하면서 ""위드 코로나"" 어쩌고 저쩌고 하는 이야기를 잠깐 했는데, 이거 아직은 좀 무리인... 지자체 지원도 줄고 해서 그야말로 코로나19 각자도생을 해야 하는 판국이니 그저 개인 방역이나...",소년의 마음을 가진 아저씨를 위한 장난감 나라,https://blog.naver.com/yang456,20220817
코로나 재감염 땀이 자꾸 난다,코로나 재감염 땀이 자꾸 난다 더워서 나는 땀인지 코로나라서 나는 땀인지 분간이 안 가네. 같기도 하고 아니기도 하고.이렇게 땀 많이 난 적은 처음이다. 너무나 갑갑하여 밖으로 나왔다. 보도(步道)는...,릴리마당,https://blog.naver.com/this7970,20220815
코로나 ♡반찬 나눔♡2022.8.12 쭌엄마의 일상,안녕하세요 할매 마음으로 빙의해 반찬 나눔한 쭌엄마에요~ 거의 3년째 우리 삶을 흔들고 있는 코로나.... 그동안 슈퍼 면역자라며 목에 힘주고 댕기던 친구들이 뒤늦게 코로나에 걸려서 겔겔겔 중이에요 오늘은...,요리책보다 쭌엄마,https://blog.naver.com/jszz6822,20220813
10. 폭우와 코로나,코로나가 끝날 듯 하면서도 안 끝나는구나. 악마의 보호를 받던 울 사무실에 코로나 확진자가 나왔다. 심지어 아침에 나랑 같은 엘베 타고 올라왔는데. 하지만 악마님께서 날 보호하여 코로나로부터 날 건져내는...,사과씨네 이야기,https://blog.naver.com/toosj895,20220811
코로나 재감염? 신속항원검사 해보다-,약 4주전 코로나 확진. 최근 몸이 무겁고 두통도 생겨서 코로나 검사를 다시해 본다. 코로나 확진 이야기는 요기... 코로나 확진 후 10일 정도 지났을 때는 신속항원검사에서 양성 반응이 나왔었다. 지금도 양성...,소소한 일상,https://blog.naver.com/chasunghan,20220814
코로나로 올 스탑해버린 한 주,"집에 코로나 확진자가 생기면서 잔잔했던 일상이 요동치는 한 주였다. 월요일-남편 수요일-둘째 금요일-첫째 증상이 나타난 날이었다. 이제 남편과 둘째는 격리가 해제되고, 딸만 남았다. 코로나 확진 아들은...",세상은 감사하는 자의 것,https://blog.naver.com/mythra524,20220816
코로나 기록일기,8:13 업무끝나고 피곤해서 집에서 휴식 엄빠 코로나 양성나옴. 나는 음성나옴 8/14 7시에 목아파서 깸. 솜털 하나하나까지 다 아프고 열나기 시작함. 100프로 코로나 증상으로 억먹어도 37.4에서 한참 을 체온이...,얌야미의 취향,https://blog.naver.com/yamyammy,20220815
코로나19 대응 2023학년도 대입 관리방향,교육부 소식/영상·카드뉴스·인포그래픽 코로나19 대응 2023학년도 대입 관리방향 대한민국 교육부 2022. 8. 9. 14:00 코로나19 대응 2023학년도 대입 관리방향 ✔모든 수험생이 응시할 수 있도록...,교육부 공식 블로그,https://if-blog.tistory.com/,20220809
20220813욱이의 코로나 재확진,#유아코로나재확진 #365힐링의원 #신속항원검사두줄 그런데 애가 9시경 막 춥다고 하다 40도를 또 넘기며... 휴~ #남양주한양병원 #코로나입원치료 와 진짜 열경련이라는게 이렇게 무서운 건줄 이제야 알았다. 내...,Amber_Kim,https://blog.naver.com/yon_ab,20220817
코로나 확진 2틀째..,제 증세로 봐서 딱 코로나라며. 아들녀석은 집밖으로 나간후 어젯밤은 집근처의 모텔행~~~ 연세휴가정의하과의원은 코로나환자도 수액을 맞을 수 있게 해 줍니다~ 어제 그래서 두사람 다 링거를 맞았어요.....,만두의 발도르프 이야기,https://blog.naver.com/yshwang1966,20220816
"#67) 미국 월그린 무료 코로나검사 신청방법, 한국입국...","한국에 입국하려면 코로나 음성결과서가 있어야 된다. 한국 해외 입국자 방역지침과 미국 내 정책도... 두곳에서 모두 코로나검사가 가능하다. 첫번째 PCR검사했던 Walgreen, 매장내로 가지말고 바로 Drive...",에펠이네,https://blog.naver.com/jong3315,20220803
코로나 확진자 자가격리 17일차 초기증상 순서 설사 기침,오늘은 코로나 확진자 자가격리 17일차 일기를 작성해 볼 수 있도록 하겠습니다 초기증상 부터 증상의 순서와 현재 겪고 있는 설사 증상과 기침 증상에 대해 자세하게 기록을 남겨 볼 수 있도록 할게요 코로나...,화장품읽어주는남자,https://blog.naver.com/cosreader,20220816
코로나 신속항원검사 비용 병원 격리 확정까지 완벽정리!,요즘 코로나 신규 확진자 증가세가 무서울 정도로 높아지고 있습니다. 오미크론 변이인 BA5에 이어... 이런 이유에서 조금이라도 코로나 증상이 보인다면 최대한 빨리 자가진단키트 또는 병원에서 실시하는...,텃밭연구소,https://blog.naver.com/aldus_06,20220804
[8월 17일 시흥시 코로나19 상황보고],코로나19 재유행 대비 6대 국민행동수칙 생활 속 방역수칙 실천으로 건강하고 안전한 일상을 만들어요. ▲코로나19 예방접종 완료하기 ▲올바른 마스크 착용으로 입과 코 가리기 ▲비누로 30초 이상 손...,"행복한 변화, 새로운 시흥",https://blog.naver.com/siheungblog,20220817
8월 일상(feat.코로나 확진까지…),코로나 양성판정 아빠가 화요일 확진 후 아침마다 자가키트 후 출근 수~금 증상도 0에 키트도 음성... 소진에…아악 다음 주는 포스팅할 사진도 없겠구만 다들 코로나 조심하시길… 나도 내가 걸릴 줄 몰랐으니…,In mare,https://blog.naver.com/ds213213,20220814
주간일기 챌린지. 우리가족 순서대로 코로나 확진,#주간일기챌린지 #18개월아기 #코로나확진 남편이 몸이 안좋아졌다며 운동을 시작했다. 운동을 2일... 단순한 두드러기인지 아니면 코로나 증상인지는 아직 모름... #내자가키트 신속항원으로 음성이 떴지만.....,슬기로운 가족생활,https://blog.naver.com/hye6568,20220813
코로나 4차 접종 노바백스 백신 ba5 효과,미국 FDA에서는 어제 수요일 ba5 오미크론 하위 변이 확산됨에 따라 노바백스 백신의 코로나 백신 긴급... 코로나 4차 접종 대상자 면역저하자 18세 이상 면역 저하자 중 3차접종 완료 후 4개월 경과된 경우 또는...,루시의 건강 연구소,https://blog.naver.com/jyj010,20220721
8월 둘째 주 일기 | 내가 코로나 환자라니..!,"""코로나 양성 반응 나오셨습니다."" 코로나에 걸리지 않을거라며 자만했었는데 머리를 한 대 띵~ 맞은 느낌 사람마다 증상이 제각각이지만 나같은 경우는 열 > 오한 > 두통 > 근육통 > 인후통 > 코막힘 > 기침...",기분좋은날,https://blog.naver.com/boug22,20220814
코로나 잘가! 이제 다시 시작이다!,코로나 확진으로 인한 격리가 선물해준 하나. 잠시 시간적 여유가 생겼다는 점. 재택근무가 끝나면... 오래오래 써야지^^ 코로나로 인해서 일주일동안 못 갔던 헬스장. 오랜만에 하니 너무 힘들었다. 그래도...,"박진영, 뇽, 푸딩의 이야기",https://blog.naver.com/puding83,20220811
"초등생 코로나 재확진 증상, 상태",코로나 재확진 증상 안녕하세요 성장메이트 신화라입니다. 저희는 원래 오늘 이 시간 분주했을 겁니다.... '목이 따가워서 코로나 키트를 했는데 두 줄이 나온다'고 말이예요. 그래도 격리기간이 오늘까지니까...,세상은 감사하는 자의 것,https://blog.naver.com/mythra524,20220814
코로나 격리식,(이땐 코로나라 꿈에도 생각못함) 그 이틀 뒤 신랑이 열이나고 기침.. 결론은 면역력의 차이. 암튼.. 이런... ++ 3월에 신청한 격리지원금 며칠전에 입금됨 #격리식 #코로나확진 #코로나격리식,신家네 세 남자와 귀주이야기,https://blog.naver.com/lemony7,20220811
신생아의 면역력 feat. 코로나 항체?,오늘은 코로나로 고생한 우리 집 경험을 이야기해 보려고 한다. 먼저 우리 집 가족 구성원은 나 그리고... 이번에는 특별하게 강하다고 생각한 와이프가 먼저 코로나 증상을 보였다. 그런데 여기서 우리가...,손가네 빌라투자,https://blog.naver.com/boribob1216,20220816
입원전 코로나검사 동래구 보건소 무료,입원 전 코로나검사 보건소에서 무료 아이가 핀 제거 수술을 받습니다. 입원을 해야해서 준비로... 병원에서 당일 코로나 검사를 받으면 인당 3만원 조금 넘는 비용. 병원에서 전날 검사를 받으면 인당 4천원...,수수log :),https://blog.naver.com/eunjaunni93,20220816
미접종자의 코로나 확진 3일차 ..,#코로나자가격리3일차 #미접종자코로나 오늘 늦잠을 잤다 오ㅏ우 오늘안아픈듯..? 코로나 3일차 증상 기록 -열 없음 - 가래 있음 양치 할때 억지로 뱉을려고 기침하면 목 아픔 -기침 없음 -아침에 일나자 마자 식도?...,밍꼬미 블로그,https://blog.naver.com/nnalsrud,20220811
